,板块,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率
0,旅游酒店,300756,金马游乐,16.64,3.1,0.5,55505,92278519.04,4.28,16.85,16.16,16.16,16.14,4.23,121.06,1.89
1,旅游酒店,300144,宋城演艺,8.98,1.81,0.16,439778,397962207.67,2.72,9.17,8.93,8.96,8.82,1.87,17.53,2.92
2,旅游酒店,002059,云南旅游,5.09,1.19,0.06,158084,80971528.09,2.78,5.18,5.04,5.04,5.03,1.56,28.33,3.23
3,旅游酒店,002627,三峡旅游,5.1,1.19,0.06,145803,74907827.0,3.17,5.2,5.04,5.04,5.04,2.03,24.76,1.19
4,旅游酒店,000978,桂林旅游,5.97,0.67,0.04,69064,41399758.74,2.02,6.05,5.93,5.93,5.93,1.92,170.54,2.12
5,旅游酒店,000428,华天酒店,3.03,0.66,0.02,124359,37833486.0,1.99,3.07,3.01,3.01,3.01,1.22,-20.75,1.9
6,旅游酒店,601007,金陵饭店,6.66,0.6,0.04,62858,42077585.0,1.96,6.75,6.62,6.63,6.62,1.61,46.58,1.64
7,旅游酒店,600054,黄山旅游,11.08,0.54,0.06,50043,55779404.0,1.54,11.22,11.05,11.06,11.02,0.97,21.27,1.75
8,旅游酒店,900929,锦旅Ｂ股,1.272,0.39,0.005,612,78210.0,1.82,1.291,1.268,1.268,1.267,0.09,41.69,1.24
9,旅游酒店,002033,丽江股份,8.56,0.12,0.01,95771,82360538.0,1.64,8.66,8.52,8.6,8.55,1.74,18.35,1.87
10,旅游酒店,603136,天目湖,11.47,-0.09,-0.01,22447,25955249.0,1.57,11.65,11.47,11.47,11.48,0.83,27.2,2.35
11,旅游酒店,600138,中青旅,10.05,-0.1,-0.01,113362,114595503.0,1.29,10.17,10.04,10.07,10.06,1.57,35.65,1.15
12,旅游酒店,600258,首旅酒店,13.35,-0.15,-0.02,79807,107315413.0,1.35,13.53,13.35,13.36,13.37,0.71,15.46,1.28
13,旅游酒店,900942,黄山Ｂ股,0.763,-0.26,-0.002,1729,131983.0,0.78,0.767,0.761,0.766,0.765,0.08,10.27,0.84
14,旅游酒店,000888,峨眉山Ａ,12.73,-0.39,-0.05,72280,92881405.04,2.11,12.98,12.71,12.84,12.78,1.37,20.62,2.55
15,旅游酒店,000524,岭南控股,9.45,-0.42,-0.04,85863,82502378.5,2.95,9.73,9.45,9.51,9.49,1.28,35.13,2.82
16,旅游酒店,600749,西藏旅游,10.66,-0.56,-0.06,39136,42210234.0,2.15,10.88,10.65,10.74,10.72,1.72,90.53,2.31
17,旅游酒店,600593,大连圣亚,29.63,-0.74,-0.22,60012,180367337.0,3.99,30.59,29.4,30.0,29.85,4.66,27.22,11.67
18,旅游酒店,000610,西安旅游,12.02,-0.74,-0.09,84285,101986553.94,1.98,12.23,11.99,12.12,12.11,3.58,-24.58,6.94
19,旅游酒店,600576,祥源文旅,7.76,-0.77,-0.06,75468,59062361.0,2.69,7.92,7.71,7.82,7.82,1.14,55.7,2.94
20,旅游酒店,900934,锦江Ｂ股,1.488,-0.8,-0.012,2430,361505.0,1.2,1.501,1.483,1.499,1.5,0.16,7.57,0.66
21,旅游酒店,601888,中国中免,60.7,-0.9,-0.55,100539,616498485.0,2.43,62.17,60.68,61.4,61.25,0.51,29.46,2.28
22,旅游酒店,000558,莱茵体育,3.22,-0.92,-0.03,406279,132326129.92,2.77,3.31,3.22,3.26,3.25,3.15,-352.12,3.84
23,旅游酒店,603199,九华旅游,34.76,-0.97,-0.34,24057,84698888.0,2.96,35.72,34.68,35.06,35.1,2.17,18.79,2.59
24,旅游酒店,600754,锦江酒店,26.36,-1.01,-0.27,46960,124783324.0,2.14,26.89,26.32,26.84,26.63,0.52,19.13,1.66
25,旅游酒店,600706,曲江文旅,9.01,-1.21,-0.11,66319,60399673.0,2.96,9.23,8.96,9.16,9.12,2.61,-9.53,3.92
26,旅游酒店,002186,全 聚 德,10.73,-1.29,-0.14,54713,59556558.13,2.76,11.03,10.73,10.96,10.87,1.79,35.06,3.76
27,旅游酒店,000796,凯撒旅业,3.56,-1.93,-0.07,333085,121223563.07,4.68,3.72,3.55,3.65,3.63,2.5,-235.81,6.65
28,旅游酒店,605108,同庆楼,21.66,-2.3,-0.51,17513,38558700.0,4.65,22.55,21.52,22.39,22.17,0.67,50.65,2.54
29,旅游酒店,603099,长白山,35.51,-2.39,-0.87,80262,290818111.0,3.63,36.77,35.45,36.39,36.38,3.01,48.04,8.11
30,旅游酒店,000430,张家界,6.52,-2.4,-0.16,132518,88168925.74,4.04,6.79,6.52,6.72,6.68,3.99,-30.58,3.27
31,旅游酒店,000721,西安饮食,8.39,-2.56,-0.22,162202,138206000.01,4.18,8.74,8.38,8.66,8.61,3.17,-40.75,14.46
32,旅游酒店,002707,众信旅游,7.37,-2.64,-0.2,292478,218782376.04,3.3,7.61,7.36,7.55,7.57,3.54,43.98,8.21
33,旅游酒店,300859,西域旅游,33.23,-2.75,-0.94,31178,105998965.86,4.36,34.7,33.21,34.18,34.17,2.01,33.5,6.55
34,旅游酒店,301073,君亭酒店,19.58,-3.21,-0.65,39612,79812119.5,5.39,20.64,19.55,20.55,20.23,3.53,155.93,3.94
35,旅游酒店,002159,三特索道,14.91,-3.31,-0.51,36458,55081646.0,3.44,15.41,14.88,15.25,15.42,2.63,12.76,1.92
36,旅游酒店,002306,中科云网,2.04,-3.32,-0.07,549440,114793008.0,5.69,2.16,2.04,2.11,2.11,6.76,-34.49,561.66
