,板块,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率
0,仪器仪表,001266,宏英智能,23.11,3.03,0.68,46143,106921745.58,4.59,23.79,22.76,23.51,22.43,13.08,-153.56,2.48
1,仪器仪表,002819,东方中科,26.17,2.83,0.72,74035,192448200.0,4.87,26.47,25.23,25.78,25.45,3.15,-70.07,1.93
2,仪器仪表,688610,埃科光电,36.82,1.4,0.51,6663,24425316.0,3.3,37.2,36.0,36.2,36.31,1.66,117.25,1.72
3,仪器仪表,300838,浙江力诺,13.76,1.25,0.17,26247,36006373.6,2.87,13.93,13.54,13.6,13.59,2.57,59.66,1.89
4,仪器仪表,002658,雪迪龙,6.45,0.94,0.06,57097,36803153.5,2.03,6.5,6.37,6.39,6.39,1.59,40.54,1.65
5,仪器仪表,601222,林洋能源,6.9,0.73,0.05,124756,86202505.0,0.73,6.93,6.88,6.9,6.85,0.61,11.71,0.93
6,仪器仪表,430476,海能技术,9.72,0.73,0.07,12878,12585987.78,4.46,10.05,9.62,9.82,9.65,2.05,-131.81,1.73
7,仪器仪表,300275,梅安森,13.5,0.6,0.08,80235,109698995.0,4.25,14.0,13.43,13.54,13.42,3.15,66.62,4.66
8,仪器仪表,688622,禾信仪器,73.6,0.55,0.4,8098,58931980.0,5.51,74.89,70.86,73.2,73.2,1.16,-174.42,12.43
9,仪器仪表,603700,宁水集团,10.12,0.4,0.04,13716,13910054.0,1.39,10.21,10.07,10.08,10.08,0.67,43.84,1.29
10,仪器仪表,002980,华盛昌,26.04,0.35,0.09,10000,26173512.0,2.77,26.55,25.83,26.09,25.95,1.39,24.04,3.29
11,仪器仪表,688450,光格科技,21.64,0.14,0.03,4531,9903280.0,3.38,22.23,21.5,21.75,21.61,0.94,-32.75,1.36
12,仪器仪表,430685,新芝生物,10.41,0.1,0.01,3189,3348081.24,2.02,10.62,10.41,10.43,10.4,0.58,33.0,1.84
13,仪器仪表,300165,ST天瑞,2.91,0.0,0.0,86686,25332354.0,3.09,2.97,2.88,2.89,2.91,2.06,-158.08,1.05
14,仪器仪表,688671,碧兴物联,17.92,-0.11,-0.02,4623,8393720.0,2.68,18.38,17.9,18.08,17.94,1.05,-92.99,1.25
15,仪器仪表,603100,川仪股份,21.48,-0.42,-0.09,48165,103739611.0,2.18,21.77,21.3,21.39,21.57,0.94,14.82,2.6
16,仪器仪表,301528,多浦乐,38.73,-0.44,-0.17,4454,17390277.28,1.85,39.36,38.64,39.2,38.9,1.45,65.14,1.62
17,仪器仪表,300417,南华仪器,11.16,-0.53,-0.06,34361,38656403.94,4.19,11.48,11.01,11.45,11.22,3.95,60.85,3.24
18,仪器仪表,688600,皖仪科技,14.79,-0.54,-0.08,10761,16037302.0,3.43,15.27,14.76,14.87,14.87,0.8,-56.0,2.63
19,仪器仪表,300259,新天科技,3.38,-0.59,-0.02,102943,35323886.2,2.65,3.47,3.38,3.41,3.4,0.88,25.67,1.39
20,仪器仪表,301006,迈拓股份,13.66,-0.73,-0.1,7593,10433863.26,2.62,13.93,13.57,13.8,13.76,0.88,31.62,1.56
21,仪器仪表,605056,咸亨国际,13.46,-0.88,-0.12,26295,35645526.0,2.5,13.7,13.36,13.62,13.58,0.65,42.8,3.54
22,仪器仪表,300371,汇中股份,9.5,-1.04,-0.1,18229,17513314.0,2.81,9.77,9.5,9.6,9.6,1.34,26.24,1.72
23,仪器仪表,836260,中寰股份,10.21,-1.07,-0.11,4175,4294625.42,2.42,10.45,10.2,10.35,10.32,0.98,24.39,2.54
24,仪器仪表,688528,秦川物联,8.76,-1.13,-0.1,13822,12257020.0,3.84,9.04,8.7,8.83,8.86,0.82,-26.33,2.59
25,仪器仪表,688337,普源精电,36.5,-1.32,-0.49,12369,45532208.0,2.92,37.27,36.19,36.8,36.99,1.88,88.36,2.26
