,日期,板块,开盘,收盘,最高,最低,涨跌幅,涨跌额,成交量,成交额,振幅,换手率
241,2025-01-24,文化传媒,9276.0,9584.5,9585.11,9220.59,3.03,282.04,36700457,34613127605.0,3.92,3.39
240,2025-01-23,文化传媒,9334.58,9302.46,9477.61,9283.62,0.89,82.29,33498003,29596817933.0,2.1,3.1
239,2025-01-22,文化传媒,9357.54,9220.17,9357.54,9187.43,-2.14,-201.32,27980665,23759271559.0,1.81,2.59
238,2025-01-21,文化传媒,9482.44,9421.49,9530.47,9301.6,-0.13,-12.2,35108407,31664848840.0,2.43,3.24
237,2025-01-20,文化传媒,9446.68,9433.69,9548.6,9359.65,1.05,97.95,35661420,30684160466.0,2.02,3.3
236,2025-01-17,文化传媒,9405.14,9335.74,9437.04,9295.69,-1.51,-142.71,37080641,31394302595.0,1.49,3.43
235,2025-01-16,文化传媒,9446.79,9478.45,9712.72,9379.12,0.67,63.04,48039214,43410659012.0,3.54,4.44
234,2025-01-15,文化传媒,9341.06,9415.41,9501.53,9327.97,2.04,188.47,46621266,43336818308.0,1.88,4.31
233,2025-01-14,文化传媒,8824.11,9226.94,9226.94,8791.72,6.52,564.79,36515502,32087435452.0,5.02,3.37
232,2025-01-13,文化传媒,8589.03,8662.15,8710.32,8415.16,-0.54,-47.06,20774767,16961648929.0,3.39,1.92
231,2025-01-10,文化传媒,9074.14,8709.21,9161.3,8709.21,-4.44,-404.44,28628149,24557364120.0,4.96,2.65
230,2025-01-09,文化传媒,9026.83,9113.65,9185.2,9014.56,0.37,33.92,28859904,25615800494.0,1.88,2.67
229,2025-01-08,文化传媒,8990.24,9079.73,9129.86,8786.96,0.48,43.59,28873383,24831081230.0,3.79,2.67
228,2025-01-07,文化传媒,8864.21,9036.14,9037.51,8813.57,2.04,180.98,23815255,19819272083.0,2.53,2.2
227,2025-01-06,文化传媒,8983.91,8855.16,9003.77,8733.28,-1.92,-173.61,26435834,21404702281.0,3.0,2.44
226,2025-01-03,文化传媒,9502.25,9028.77,9536.34,9001.43,-4.77,-452.15,35748325,30384377979.0,5.64,3.3
225,2025-01-02,文化传媒,9551.48,9480.92,9742.86,9389.71,-0.67,-64.26,33098855,29674621043.0,3.7,3.06
224,2024-12-31,文化传媒,9868.42,9545.18,9907.84,9545.18,-3.02,-297.46,31166345,28334847510.0,3.68,2.88
223,2024-12-30,文化传媒,9925.73,9842.64,9928.2,9689.1,-1.2,-119.49,28854131,27313705764.0,2.4,2.67
222,2024-12-27,文化传媒,9958.33,9962.13,10117.9,9870.57,-0.14,-13.99,32158965,30072469004.0,2.48,2.97
221,2024-12-26,文化传媒,9903.31,9976.12,10076.0,9903.31,0.68,67.0,29904389,29073221821.0,1.74,2.76
220,2024-12-25,文化传媒,10111.95,9909.12,10115.66,9710.42,-2.65,-270.26,35943831,34420737259.0,3.98,3.32
219,2024-12-24,文化传媒,10154.31,10179.38,10187.14,9965.3,0.08,8.22,35171899,34306911369.0,2.18,3.25
218,2024-12-23,文化传媒,10847.4,10171.16,10848.49,10166.93,-6.82,-744.45,48471224,48493622477.0,6.24,4.48
217,2024-12-20,文化传媒,10831.56,10915.61,10995.84,10831.56,0.45,48.73,42593699,47441292657.0,1.51,3.94
216,2024-12-19,文化传媒,10740.74,10866.88,10917.9,10554.63,-0.55,-59.77,52121835,56119975572.0,3.32,4.82
215,2024-12-18,文化传媒,10774.61,10926.65,11094.99,10657.77,0.67,73.13,54431377,59994119723.0,4.03,5.03
