,板块,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率
0,电子元件,002134,天津普林,20.5,5.89,1.14,128203,262670747.52,8.37,21.13,19.51,19.51,19.36,5.21,122.18,10.58
1,电子元件,002141,*ST贤丰,1.63,5.16,0.08,106623,17270113.5,5.81,1.63,1.54,1.54,1.55,1.03,790.55,1.82
2,电子元件,688103,国力股份,38.36,3.9,1.44,14013,53640462.0,6.18,39.1,36.82,37.05,36.92,1.47,103.95,3.37
3,电子元件,833914,远航精密,15.77,2.14,0.33,23794,37246625.59,3.82,15.87,15.28,15.28,15.44,2.38,28.08,1.77
4,电子元件,002388,ST新亚,3.26,1.56,0.05,157550,51569882.75,4.05,3.33,3.2,3.2,3.21,3.11,1998.7,1.38
5,电子元件,002025,航天电器,45.7,1.06,0.48,65523,303930169.6,5.95,47.55,44.86,45.02,45.22,1.45,38.03,3.19
6,电子元件,002199,东晶电子,6.0,0.84,0.05,156739,95016269.0,3.87,6.18,5.95,6.06,5.95,6.44,-24.6,5.68
7,电子元件,300852,四会富仕,30.85,0.49,0.15,86992,263842549.3,5.15,31.18,29.6,30.4,30.7,6.36,26.85,2.95
8,电子元件,600563,法拉电子,123.26,0.45,0.55,17312,213013893.0,2.34,123.88,121.01,122.75,122.71,0.77,26.85,5.52
9,电子元件,000733,振华科技,41.04,0.42,0.17,84995,354505268.58,4.53,42.88,41.03,41.27,40.87,1.53,26.46,1.58
10,电子元件,200541,粤照明Ｂ,2.63,0.38,0.01,3886,1019945.78,0.76,2.63,2.61,2.62,2.62,0.13,10.89,0.57
11,电子元件,200020,深华发Ｂ,2.71,0.0,0.0,384,104324.0,2.58,2.75,2.68,2.73,2.71,0.04,36.44,1.82
12,电子元件,603115,海星股份,13.56,-0.07,-0.01,13133,17869012.0,1.92,13.75,13.49,13.66,13.57,0.55,23.38,1.64
13,电子元件,301383,天键股份,60.3,-0.08,-0.05,91460,565340168.07,8.29,64.5,59.5,61.07,60.35,13.02,43.91,4.88
14,电子元件,920128,胜业电气,27.77,-0.11,-0.03,5251,14683353.52,2.19,28.35,27.74,27.9,27.8,3.07,45.53,4.59
15,电子元件,300868,杰美特,26.8,-0.15,-0.04,11937,32223806.0,2.61,27.2,26.5,27.0,26.84,1.48,255.12,2.24
16,电子元件,603678,火炬电子,27.1,-0.22,-0.06,29940,81511589.0,1.62,27.44,27.0,27.25,27.16,0.65,41.23,2.28
17,电子元件,603052,可川科技,38.6,-0.31,-0.12,10821,41448490.0,2.94,38.89,37.75,38.72,38.72,2.64,68.26,4.71
18,电子元件,900938,海科B,0.18,-0.55,-0.001,684,12264.0,1.1,0.18,0.178,0.179,0.181,0.02,24.56,0.49
19,电子元件,301285,鸿日达,29.53,-0.57,-0.17,18514,54716077.0,2.49,29.96,29.22,29.88,29.7,2.35,154.81,5.75
20,电子元件,430718,合肥高科,13.28,-0.6,-0.08,5241,6954770.89,4.42,13.69,13.1,13.46,13.36,1.23,18.62,2.22
21,电子元件,002724,海洋王,4.81,-0.62,-0.03,83815,40964315.78,3.31,4.97,4.81,4.85,4.84,1.47,53.25,1.31
22,电子元件,200725,京东方Ｂ,2.86,-0.69,-0.02,6122,1749068.55,1.04,2.88,2.85,2.88,2.88,0.09,22.0,0.75
23,电子元件,832110,雷特科技,29.6,-0.74,-0.22,1651,4903879.98,1.91,29.99,29.42,29.88,29.82,1.02,29.23,3.35
24,电子元件,834950,迅安科技,17.11,-0.81,-0.14,3849,6661790.73,2.9,17.6,17.1,17.4,17.25,1.25,17.84,3.64
25,电子元件,300964,本川智能,36.1,-0.85,-0.31,17638,64764636.58,4.89,37.88,36.1,37.1,36.41,3.26,98.86,2.8
26,电子元件,002179,中航光电,37.69,-0.87,-0.33,96442,363892922.63,1.63,38.14,37.52,38.02,38.02,0.46,23.77,3.38
27,电子元件,301359,东南电子,22.98,-0.91,-0.21,9567,22129321.0,2.63,23.46,22.85,23.36,23.19,3.65,44.33,2.34
28,电子元件,301320,豪江智能,15.08,-0.92,-0.14,21832,33278892.87,2.43,15.42,15.05,15.3,15.22,3.22,46.43,2.6
29,电子元件,002214,大立科技,10.8,-1.1,-0.12,54549,59389746.0,2.75,11.1,10.8,11.04,10.92,1.14,-18.76,3.9
30,电子元件,301566,达利凯普,14.7,-1.28,-0.19,74469,110984585.5,3.29,15.15,14.66,14.9,14.89,3.53,50.0,4.44
31,电子元件,603186,华正新材,24.05,-1.39,-0.34,21351,51743333.0,3.12,24.75,23.99,24.39,24.39,1.5,-385.48,2.28
32,电子元件,301329,信音电子,21.38,-1.43,-0.31,52723,114400823.43,4.89,22.28,21.22,21.78,21.69,8.8,56.03,2.36
33,电子元件,688582,芯动联科,54.98,-1.47,-0.82,49097,271426006.0,3.33,56.22,54.36,55.9,55.8,1.99,119.63,9.88
34,电子元件,688210,统联精密,18.96,-1.51,-0.29,26294,50185593.0,2.29,19.38,18.94,19.36,19.25,2.45,43.77,2.44
35,电子元件,688093,世华科技,19.24,-1.64,-0.32,16651,32131719.0,3.27,19.74,19.1,19.69,19.56,0.63,19.38,2.69
36,电子元件,000636,风华高科,14.42,-1.64,-0.24,129082,187869508.5,2.18,14.74,14.42,14.68,14.66,1.12,47.13,1.38
37,电子元件,605258,协和电子,31.17,-1.64,-0.52,24529,77260843.0,2.4,31.89,31.13,31.71,31.69,2.79,44.16,2.31
38,电子元件,920008,成电光信,28.66,-1.65,-0.48,5004,14517163.03,2.78,29.45,28.64,29.45,29.14,1.61,43.96,6.35
39,电子元件,600478,科力远,4.17,-1.65,-0.07,138579,58374196.0,2.83,4.28,4.16,4.27,4.24,0.83,253.22,2.57
40,电子元件,002414,高德红外,6.52,-1.66,-0.11,213645,140817071.8,3.02,6.72,6.52,6.69,6.63,0.63,415.91,4.09
41,电子元件,002869,金溢科技,25.79,-1.71,-0.45,31975,83294186.5,2.78,26.52,25.79,26.51,26.24,2.01,111.71,2.15
42,电子元件,688371,菲沃泰,15.3,-1.86,-0.29,13965,21691938.0,3.72,15.88,15.3,15.88,15.59,1.1,141.42,2.7
43,电子元件,688629,华丰科技,37.9,-1.89,-0.73,140466,532559969.0,6.96,39.77,37.08,39.77,38.63,7.88,-269.33,12.2
44,电子元件,688496,清越科技,8.27,-1.9,-0.16,23402,19493595.0,3.8,8.53,8.21,8.45,8.43,0.98,-57.11,3.53
45,电子元件,300408,三环集团,37.9,-1.92,-0.74,139079,535403651.76,3.0,39.04,37.88,38.8,38.64,0.74,33.98,3.76
46,电子元件,301282,金禄电子,21.91,-1.92,-0.43,31261,69271409.13,2.78,22.5,21.88,22.5,22.34,4.33,43.62,1.98
47,电子元件,000823,超声电子,10.27,-2.0,-0.21,154332,160654460.45,2.86,10.57,10.27,10.47,10.48,2.87,28.06,1.2
48,电子元件,603328,依顿电子,10.16,-2.03,-0.21,209297,214078718.0,2.7,10.4,10.12,10.36,10.37,2.1,22.76,2.51
49,电子元件,688655,迅捷兴,10.99,-2.05,-0.23,13525,14948520.0,3.12,11.27,10.92,11.27,11.22,1.01,773.19,2.13
50,电子元件,600237,铜峰电子,6.65,-2.06,-0.14,143025,96028850.0,3.68,6.85,6.6,6.78,6.79,2.37,50.73,2.35
51,电子元件,002938,鹏鼎控股,40.49,-2.17,-0.9,102718,418922282.36,2.3,41.26,40.31,41.0,41.39,0.45,35.66,3.09
52,电子元件,688511,天微电子,12.31,-2.22,-0.28,19371,24160915.0,4.69,12.84,12.25,12.57,12.59,1.88,152.09,1.51
53,电子元件,836395,朗鸿科技,13.62,-2.23,-0.31,11009,15158934.77,4.67,14.15,13.5,14.15,13.93,1.94,30.31,8.62
54,电子元件,002859,洁美科技,18.84,-2.23,-0.43,37199,70664108.64,3.63,19.45,18.75,19.3,19.27,0.92,34.37,2.88
55,电子元件,300726,宏达电子,28.69,-2.32,-0.68,24739,72101404.96,3.61,29.75,28.69,29.38,29.37,1.16,33.87,2.41
56,电子元件,603375,盛景微,35.06,-2.34,-0.84,9663,34233563.0,3.23,36.19,35.03,35.91,35.9,1.78,139.15,2.25
57,电子元件,002913,奥士康,24.38,-2.44,-0.61,40766,100541000.0,3.32,25.18,24.35,25.05,24.99,1.59,20.81,1.79
58,电子元件,871857,泓禧科技,14.71,-2.45,-0.37,4194,6239752.24,2.85,15.14,14.71,15.13,15.08,0.57,61.08,2.83
59,电子元件,600353,旭光电子,7.11,-2.47,-0.18,114635,82457956.0,3.29,7.34,7.1,7.26,7.29,1.38,54.83,3.29
60,电子元件,002579,中京电子,7.89,-2.47,-0.2,141048,112449552.11,3.58,8.17,7.88,8.11,8.09,2.42,-38.7,2.01
61,电子元件,002161,远 望 谷,5.46,-2.5,-0.14,150032,82906871.31,3.57,5.65,5.45,5.61,5.6,2.1,47.84,2.59
62,电子元件,603936,博敏电子,7.57,-2.57,-0.2,143957,110571982.0,3.73,7.85,7.56,7.78,7.77,2.28,70.23,1.05
