,板块,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率
0,环保行业,605069,正和生态,8.48,9.99,0.77,96607,80150596.0,7.13,8.48,7.93,8.25,7.71,11.48,338.32,1.72
1,环保行业,300055,万邦达,4.91,6.97,0.32,274323,137104136.52,17.43,5.5,4.7,4.7,4.59,4.34,604.7,0.8
2,环保行业,002973,侨银股份,12.76,6.6,0.79,146622,183522361.51,10.78,13.17,11.88,11.98,11.97,7.25,16.13,2.21
3,环保行业,603200,上海洗霸,26.85,6.38,1.61,128458,336062354.0,9.15,27.19,24.88,25.12,25.24,7.32,73.0,4.91
4,环保行业,600539,狮头股份,7.58,6.01,0.43,392022,299902938.0,11.61,7.87,7.04,7.05,7.15,17.04,-183.93,5.06
5,环保行业,688701,卓锦股份,5.86,5.97,0.33,27344,16035694.0,8.14,6.04,5.59,5.59,5.53,2.04,-13.92,3.3
6,环保行业,300779,惠城环保,89.67,4.03,3.47,34525,311311011.2,6.07,92.42,87.19,87.5,86.2,2.31,303.52,13.34
7,环保行业,300266,兴源环境,2.58,3.2,0.08,411681,106704751.82,6.8,2.69,2.52,2.54,2.5,2.65,-19.5,32.2
8,环保行业,300056,中创环保,13.45,2.99,0.39,141197,187399118.18,5.82,13.59,12.83,13.35,13.06,3.67,-354.31,17.82
9,环保行业,688309,恒誉环保,13.15,2.57,0.33,7770,10249114.0,3.9,13.46,12.96,12.96,12.82,0.97,-9701.6,1.46
10,环保行业,301109,军信股份,17.14,2.51,0.42,33565,56991625.4,2.57,17.17,16.74,16.74,16.72,3.4,17.8,1.29
11,环保行业,002479,富春环保,4.78,2.36,0.11,114524,54683461.09,3.0,4.8,4.66,4.68,4.67,1.33,11.97,1.0
12,环保行业,688178,万德斯,13.81,2.3,0.31,10412,14309678.0,4.44,13.97,13.37,13.37,13.5,1.22,185.47,1.05
13,环保行业,601827,三峰环境,8.15,2.0,0.16,51119,41668901.0,3.13,8.23,7.98,7.98,7.99,0.31,10.12,1.23
14,环保行业,002887,绿茵生态,7.05,1.88,0.13,47619,33802043.15,4.19,7.23,6.94,6.94,6.92,2.99,31.33,0.86
15,环保行业,603817,海峡环保,5.71,1.78,0.1,57216,32717081.0,2.85,5.77,5.61,5.62,5.61,1.07,13.39,1.12
16,环保行业,301081,严牌股份,9.2,1.66,0.15,21162,19503262.66,2.54,9.29,9.06,9.11,9.05,1.08,33.79,1.95
17,环保行业,600874,创业环保,5.74,1.59,0.09,126854,73038543.0,2.48,5.81,5.67,5.67,5.65,1.03,9.98,0.94
18,环保行业,001230,劲旅环境,17.23,1.59,0.27,9390,16224153.8,2.36,17.44,17.04,17.05,16.96,1.74,15.11,1.26
