,板块,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率
0,化学原料,000818,航锦科技,16.79,10.03,1.53,64915,108991546.24,0.0,16.79,16.79,16.79,15.26,0.96,209.89,3.39
1,化学原料,600989,宝丰能源,17.53,7.41,1.21,419736,725212679.0,8.33,17.64,16.28,16.28,16.32,0.57,21.25,3.11
2,化学原料,600722,金牛化工,5.62,4.27,0.23,444956,247147336.0,5.38,5.64,5.35,5.39,5.39,6.54,73.6,3.23
3,化学原料,000830,鲁西化工,11.84,4.23,0.48,374263,442231442.28,3.08,11.92,11.57,11.63,11.36,1.97,10.77,1.24
4,化学原料,002648,卫星化学,20.03,2.88,0.56,264265,527870640.03,3.8,20.18,19.44,19.5,19.47,0.78,13.7,2.42
5,化学原料,000301,东方盛虹,8.57,2.51,0.21,232069,199164503.02,5.26,8.67,8.23,8.27,8.36,0.35,-29.94,1.75
6,化学原料,600844,丹化科技,2.51,2.45,0.06,206947,52654373.0,6.12,2.62,2.47,2.47,2.45,2.52,-9.64,7.52
7,化学原料,603113,金能科技,5.58,2.2,0.12,128559,72708126.0,5.49,5.77,5.47,5.48,5.46,1.52,-109.42,0.56
8,化学原料,002895,川恒股份,22.4,2.05,0.45,86462,194587207.0,4.19,22.89,21.97,21.97,21.95,1.6,13.55,2.13
9,化学原料,600319,亚星化学,4.85,1.89,0.09,33424,16169681.0,3.78,4.91,4.73,4.76,4.76,1.06,-14.35,3.45
10,化学原料,600426,华鲁恒升,20.98,1.84,0.38,144526,303327211.0,2.82,21.19,20.61,20.61,20.6,0.68,10.96,1.45
11,化学原料,000683,远兴能源,5.75,1.77,0.1,388368,222644849.76,2.3,5.78,5.65,5.65,5.65,1.17,8.94,1.49
12,化学原料,600409,三友化工,5.37,1.7,0.09,260258,140190683.0,2.65,5.43,5.29,5.29,5.28,1.26,21.06,0.81
13,化学原料,002136,安 纳 达,9.67,1.68,0.16,20367,19743029.0,2.94,9.8,9.52,9.52,9.51,0.95,38.2,1.73
14,化学原料,301209,联合化学,30.5,1.67,0.5,26634,81367385.0,3.33,31.0,30.0,30.0,30.0,10.87,41.51,3.38
15,化学原料,002601,龙佰集团,18.14,1.51,0.27,216202,393442310.95,2.24,18.34,17.94,17.94,17.87,1.09,12.66,1.87
16,化学原料,600727,鲁北化工,7.42,1.5,0.11,102966,76720436.0,2.74,7.52,7.32,7.37,7.31,1.95,12.41,1.25
17,化学原料,603299,苏盐井神,11.0,1.38,0.15,84430,93423829.0,2.95,11.18,10.86,10.86,10.85,1.09,9.84,1.45
18,化学原料,002092,ST中泰,4.51,1.35,0.06,174361,78063338.0,2.47,4.54,4.43,4.44,4.45,0.68,-25.17,0.52
19,化学原料,600746,江苏索普,7.13,1.28,0.09,66698,47602502.0,2.27,7.19,7.03,7.04,7.04,0.57,30.15,1.55
20,化学原料,000822,山东海化,5.19,1.17,0.06,150757,78573560.15,2.73,5.27,5.13,5.18,5.13,1.68,20.28,0.88
21,化学原料,600075,新疆天业,4.39,1.15,0.05,109359,48212116.0,1.84,4.43,4.35,4.35,4.34,0.64,557.13,0.84
22,化学原料,300927,江天化学,18.55,1.15,0.21,62844,117837888.93,7.25,19.45,18.12,18.22,18.34,4.46,59.09,3.82
23,化学原料,603065,宿迁联盛,7.42,1.09,0.08,21607,16069408.0,2.59,7.51,7.32,7.32,7.34,1.1,198.69,1.53
24,化学原料,301395,仁信新材,11.38,1.07,0.12,13020,14842914.79,1.95,11.5,11.28,11.28,11.26,1.13,52.49,1.49
25,化学原料,603067,振华股份,12.79,0.95,0.12,35743,45677649.0,1.66,12.88,12.67,12.67,12.67,0.7,13.42,2.14
26,化学原料,003017,大洋生物,20.02,0.75,0.15,14997,30183081.0,2.26,20.3,19.85,19.86,19.87,2.17,24.6,1.64
27,化学原料,600328,中盐化工,7.52,0.67,0.05,123965,93733954.0,2.01,7.61,7.46,7.46,7.47,0.85,14.46,0.93
28,化学原料,600623,华谊集团,6.75,0.6,0.04,118695,80646245.0,2.09,6.86,6.72,6.74,6.71,0.64,17.89,0.64
29,化学原料,600929,雪天盐业,5.37,0.56,0.03,90308,48747191.0,2.06,5.45,5.34,5.34,5.34,0.55,19.72,1.16
30,化学原料,000635,英 力 特,7.53,0.53,0.04,38818,29579812.0,3.74,7.77,7.49,7.61,7.49,1.28,-6.65,1.69
31,化学原料,002386,天原股份,4.11,0.49,0.02,93726,38816370.6,2.69,4.2,4.09,4.1,4.09,0.72,-41.3,0.68
32,化学原料,601065,江盐集团,8.66,0.46,0.04,37516,32556368.0,1.28,8.72,8.61,8.62,8.62,0.9,11.7,1.31
33,化学原料,000422,湖北宜化,12.07,0.42,0.05,105783,128520494.0,1.58,12.24,12.05,12.05,12.02,1.0,12.93,1.77
34,化学原料,001358,兴欣新材,21.45,0.37,0.08,5619,12113897.48,1.78,21.75,21.37,21.65,21.37,1.2,31.86,1.83
35,化学原料,600955,维远股份,14.11,0.36,0.05,16501,23305190.0,1.71,14.23,13.99,14.06,14.06,0.3,66.24,0.9
36,化学原料,002109,兴化股份,3.13,0.32,0.01,188414,60319456.5,6.73,3.33,3.12,3.14,3.12,1.48,-9.69,0.87
37,化学原料,300834,星辉环材,19.56,0.31,0.06,5379,10593041.11,1.85,19.86,19.5,19.7,19.5,0.78,40.01,1.29
38,化学原料,603276,恒兴新材,13.34,0.3,0.04,13714,18310847.0,1.43,13.42,13.23,13.32,13.3,2.05,60.15,1.59
39,化学原料,600714,金瑞矿业,10.34,0.29,0.03,213114,223572861.0,4.95,10.76,10.25,10.28,10.31,7.4,92.98,3.92
40,化学原料,000510,新金路,3.53,0.28,0.01,103820,37152757.55,3.41,3.64,3.52,3.52,3.52,1.83,-50.18,1.68
41,化学原料,601678,滨化股份,3.89,0.26,0.01,227479,89104744.0,2.58,3.97,3.87,3.88,3.88,1.12,31.73,0.7
42,化学原料,830832,齐鲁华信,5.96,0.0,0.0,9960,5937997.06,1.68,6.03,5.93,6.03,5.96,0.8,64.11,1.1
43,化学原料,603077,和邦生物,1.9,0.0,0.0,623925,119795502.0,2.11,1.94,1.9,1.91,1.9,0.71,56.86,0.89
44,化学原料,601568,北元集团,3.99,0.0,0.0,153387,61817002.0,2.26,4.08,3.99,3.99,3.99,0.39,49.56,1.36
45,化学原料,301256,华融化学,7.44,0.0,0.0,31371,23717702.8,3.49,7.7,7.44,7.49,7.44,2.3,41.86,2.11
46,化学原料,300891,惠云钛业,8.11,0.0,0.0,25537,21025346.69,3.58,8.36,8.07,8.14,8.11,0.77,198.29,2.52
47,化学原料,000990,诚志股份,7.39,0.0,0.0,88686,66286287.73,2.3,7.56,7.39,7.41,7.39,0.73,30.83,0.5
48,化学原料,000707,双环科技,7.02,0.0,0.0,51056,36083169.12,1.28,7.11,7.02,7.05,7.02,1.1,7.43,1.38
49,化学原料,000545,金浦钛业,2.03,0.0,0.0,150769,30990345.59,3.94,2.09,2.01,2.06,2.03,1.53,-27.45,1.5
50,化学原料,831304,迪尔化工,11.8,-0.08,-0.01,36771,44260611.19,4.57,12.34,11.8,12.0,11.81,4.66,19.43,3.87
51,化学原料,603213,镇洋发展,9.18,-0.11,-0.01,33899,31413203.0,3.92,9.48,9.12,9.21,9.19,0.78,20.05,2.22
52,化学原料,301118,恒光股份,17.03,-0.12,-0.02,14084,24348020.0,2.93,17.52,17.02,17.14,17.05,1.35,-26.11,1.4
53,化学原料,688267,中触媒,22.94,-0.13,-0.03,3603,8288406.0,2.31,23.31,22.78,23.26,22.97,0.41,26.67,1.5
54,化学原料,301090,华润材料,6.58,-0.15,-0.01,46185,30945538.0,3.64,6.82,6.58,6.6,6.59,0.74,-28.98,1.44
55,化学原料,600935,华塑股份,2.32,-0.43,-0.01,129734,30451259.0,3.43,2.39,2.31,2.34,2.33,0.37,-28.83,1.33
56,化学原料,301149,隆华新材,10.12,-0.49,-0.05,20706,21146774.96,2.16,10.32,10.1,10.21,10.17,1.01,23.86,2.31
57,化学原料,002469,三维化学,7.2,-0.55,-0.04,163985,119798947.98,3.59,7.46,7.2,7.25,7.24,2.61,24.01,1.79
58,化学原料,603172,万丰股份,13.4,-0.67,-0.09,14710,19930891.0,2.59,13.73,13.38,13.55,13.49,2.94,68.38,1.72
59,化学原料,603310,巍华新材,17.62,-0.73,-0.13,14316,25428639.0,1.46,17.86,17.6,17.82,17.75,2.11,24.82,1.51
60,化学原料,301059,金三江,10.82,-0.73,-0.08,26278,28865961.0,3.21,11.17,10.82,10.96,10.9,1.27,49.79,4.37
61,化学原料,002145,中核钛白,4.24,-0.93,-0.04,228239,97950502.65,2.8,4.36,4.24,4.3,4.28,0.6,27.5,1.37
62,化学原料,301065,本立科技,18.77,-0.95,-0.18,9661,18376570.0,2.96,19.29,18.73,18.98,18.95,1.12,29.61,1.55
63,化学原料,603062,麦加芯彩,37.28,-0.98,-0.37,4048,15207037.0,2.84,38.18,37.11,37.9,37.65,1.22,21.57,2.02
64,化学原料,600610,中毅达,4.01,-1.23,-0.05,151278,61458518.0,5.67,4.2,3.97,4.1,4.06,2.13,-213.62,66.32
65,化学原料,600423,柳化股份,3.02,-1.31,-0.04,333483,101902614.0,2.29,3.09,3.02,3.08,3.06,4.18,58.26,4.37
66,化学原料,601216,君正集团,5.23,-1.32,-0.07,658443,346951126.0,3.02,5.37,5.21,5.36,5.3,0.78,14.78,1.67
67,化学原料,600618,氯碱化工,11.32,-1.39,-0.16,216505,247705603.0,3.31,11.68,11.3,11.42,11.48,2.89,16.19,1.54
68,化学原料,002125,湘潭电化,10.08,-1.47,-0.15,62254,63455426.99,2.54,10.34,10.08,10.23,10.23,0.99,19.49,2.17
69,化学原料,836957,汉维科技,10.16,-1.55,-0.16,3217,3312773.69,3.1,10.48,10.16,10.46,10.32,0.75,47.85,2.76
70,化学原料,603663,三祥新材,17.07,-1.78,-0.31,50465,86706257.0,3.91,17.6,16.92,17.45,17.38,1.19,70.48,5.53
71,化学原料,300082,奥克股份,5.94,-1.82,-0.11,66565,40261602.82,4.13,6.18,5.93,6.1,6.05,0.98,-22.69,1.44
72,化学原料,838402,硅烷科技,8.07,-1.82,-0.15,31924,25978154.26,2.68,8.28,8.06,8.27,8.22,0.76,28.9,2.03
73,化学原料,001217,华尔泰,10.52,-2.5,-0.27,88462,94849254.0,4.54,11.0,10.51,10.81,10.79,2.85,32.62,1.55
74,化学原料,688758,赛分科技,14.79,-2.57,-0.39,33997,51042445.0,3.62,15.34,14.79,15.3,15.18,8.61,84.78,5.05
75,化学原料,001255,博菲电气,29.83,-2.77,-0.85,15630,47171929.0,2.8,30.69,29.83,30.59,30.68,7.82,144.3,3.29
76,化学原料,002748,ST世龙,7.56,-2.95,-0.23,51158,39066984.04,5.01,7.87,7.48,7.75,7.79,2.13,57.93,1.35
77,化学原料,600367,红星发展,12.79,-2.96,-0.39,148970,193762176.0,3.72,13.28,12.79,13.04,13.18,4.63,56.92,1.84
78,化学原料,603004,鼎龙科技,20.5,-3.07,-0.65,35589,73852853.0,4.26,21.34,20.44,21.34,21.15,6.04,33.52,2.49
79,化学原料,832471,美邦科技,12.91,-3.44,-0.46,8840,11686319.48,5.39,13.62,12.9,13.44,13.37,1.67,45.4,1.92
80,化学原料,301286,侨源股份,32.15,-3.92,-1.31,11763,38306108.0,12.19,33.63,29.55,33.45,33.46,2.96,74.97,7.43
81,化学原料,301069,凯盛新材,14.32,-4.53,-0.68,45337,66387273.83,5.73,15.18,14.32,15.01,15.0,1.16,86.47,4.09
82,化学原料,301076,新瀚新材,30.73,-11.44,-3.97,115565,367621529.91,10.12,34.05,30.54,34.01,34.7,16.67,74.21,3.64
